Municipality,Year,pastures_area_munic_ha
Mesão Frio,2015,3.6
Mesão Frio,2016,3.7
Mesão Frio,2017,3.8
Mesão Frio,2018,3.9
Mesão Frio,2019,4.0
Mesão Frio,2020,4.0
Montalegre,1995,19654.4
Montalegre,1996,21498.300000000003
Montalegre,1997,23342.2
Montalegre,1998,25186.100000000002
Montalegre,1999,27030.0
Montalegre,2000,29349.0
Montalegre,2001,31668.0
Montalegre,2002,33987.0
Montalegre,2003,36306.0
Montalegre,2004,38625.0
Montalegre,2005,40944.0
Montalegre,2006,43263.0
Montalegre,2007,45582.0
Montalegre,2008,47901.0
Montalegre,2009,50220.0
Montalegre,2010,52539.0
Montalegre,2011,54858.0
Montalegre,2012,57177.0
Montalegre,2013,59496.0
Montalegre,2014,61815.0
Montalegre,2015,64134.0
Montalegre,2016,66453.0
Montalegre,2017,68772.0
Montalegre,2018,71091.0
Montalegre,2019,73410.0
Montalegre,2020,73410.0
Murça,1995,411.4
Murça,1996,434.29999999999995
Murça,1997,457.2
Murça,1998,480.1
Murça,1999,503.0
Murça,2000,507.7
Murça,2001,512.4
Murça,2002,517.1
Murça,2003,521.8
Murça,2004,526.5
Murça,2005,531.2
Murça,2006,535.9
Murça,2007,540.6
Murça,2008,545.3
Murça,2009,550.0
Murça,2010,554.7
Murça,2011,559.4
Murça,2012,564.1
Murça,2013,568.8
Murça,2014,573.5
Murça,2015,578.2
Murça,2016,582.9
Murça,2017,587.6
Murça,2018,592.3
Murça,2019,597.0
Murça,2020,597.0
Peso da Régua,1995,15.0
Peso da Régua,1996,15.5
Peso da Régua,1997,16.0
Peso da Régua,1998,16.5
Peso da Régua,1999,17.0
Peso da Régua,2000,19.0
Peso da Régua,2001,21.0
Peso da Régua,2002,23.0
Peso da Régua,2003,25.0
Peso da Régua,2004,27.0
Peso da Régua,2005,29.0
Peso da Régua,2006,31.0
Peso da Régua,2007,33.0
Peso da Régua,2008,35.0
Peso da Régua,2009,37.0
Peso da Régua,2010,39.0
Peso da Régua,2011,41.0
Peso da Régua,2012,43.0
Peso da Régua,2013,45.0
Peso da Régua,2014,47.0
Peso da Régua,2015,49.0
Peso da Régua,2016,51.0
Peso da Régua,2017,53.0
Peso da Régua,2018,55.0
Peso da Régua,2019,57.0
Peso da Régua,2020,57.0
Sabrosa,1995,477.4
Sabrosa,1996,533.8
Sabrosa,1997,590.2
Sabrosa,1998,646.5999999999999
Sabrosa,1999,703.0
Sabrosa,2000,757.7
Sabrosa,2001,812.4
Sabrosa,2002,867.1
Sabrosa,2003,921.8
Sabrosa,2004,976.5
Sabrosa,2005,1031.2
Sabrosa,2006,1085.9
Sabrosa,2007,1140.6
Sabrosa,2008,1195.3
Sabrosa,2009,1250.0
Sabrosa,2010,1304.7
Sabrosa,2011,1359.4
Sabrosa,2012,1414.1
Sabrosa,2013,1468.8
Sabrosa,2014,1523.5
Sabrosa,2015,1578.2
Sabrosa,2016,1632.9
Sabrosa,2017,1687.6
Sabrosa,2018,1742.3
Sabrosa,2019,1797.0
Sabrosa,2020,1797.0
Santa Marta de Penaguião,1995,197.0
Santa Marta de Penaguião,1996,229.5
Santa Marta de Penaguião,1997,262.0
Santa Marta de Penaguião,1998,294.5
Santa Marta de Penaguião,1999,327.0
Santa Marta de Penaguião,2000,340.3
Santa Marta de Penaguião,2001,353.6
Santa Marta de Penaguião,2002,366.9
Santa Marta de Penaguião,2003,380.2
Santa Marta de Penaguião,2004,393.5
Santa Marta de Penaguião,2005,406.8
Santa Marta de Penaguião,2006,420.1
Santa Marta de Penaguião,2007,433.4
Santa Marta de Penaguião,2008,446.7
Santa Marta de Penaguião,2009,460.0
Santa Marta de Penaguião,2010,473.3
Santa Marta de Penaguião,2011,486.6
Santa Marta de Penaguião,2012,499.9
Santa Marta de Penaguião,2013,513.2
Santa Marta de Penaguião,2014,526.5
Santa Marta de Penaguião,2015,539.8
Santa Marta de Penaguião,2016,553.1
Santa Marta de Penaguião,2017,566.4
Santa Marta de Penaguião,2018,579.7
Santa Marta de Penaguião,2019,593.0
Santa Marta de Penaguião,2020,593.0
Valpaços,1995,3920.2
Valpaços,1996,3740.8999999999996
Valpaços,1997,3561.6
Valpaços,1998,3382.3
Valpaços,1999,3203.0
Valpaços,2000,3123.7
Valpaços,2001,3044.4
Valpaços,2002,2965.1
Valpaços,2003,2885.8
Valpaços,2004,2806.5
Valpaços,2005,2727.2
Valpaços,2006,2647.9
Valpaços,2007,2568.6
Valpaços,2008,2489.3
Valpaços,2009,2410.0
Valpaços,2010,2330.7
Valpaços,2011,2251.4
Valpaços,2012,2172.1
Valpaços,2013,2092.8
Valpaços,2014,2013.5
Valpaços,2015,1934.2
Valpaços,2016,1854.9
Valpaços,2017,1775.6
Valpaços,2018,1696.3000000000002
Valpaços,2019,1617.0
Valpaços,2020,1617.0
Vila Pouca de Aguiar,1995,4895.6
Vila Pouca de Aguiar,1996,5137.2
Vila Pouca de Aguiar,1997,5378.8
Vila Pouca de Aguiar,1998,5620.4
Vila Pouca de Aguiar,1999,5862.0
Vila Pouca de Aguiar,2000,6108.7
Vila Pouca de Aguiar,2001,6355.4
Vila Pouca de Aguiar,2002,6602.1
Vila Pouca de Aguiar,2003,6848.8
Vila Pouca de Aguiar,2004,7095.5
Vila Pouca de Aguiar,2005,7342.2
Vila Pouca de Aguiar,2006,7588.9
Vila Pouca de Aguiar,2007,7835.6
Vila Pouca de Aguiar,2008,8082.299999999999
Vila Pouca de Aguiar,2009,8329.0
Vila Pouca de Aguiar,2010,8575.7
Vila Pouca de Aguiar,2011,8822.4
Vila Pouca de Aguiar,2012,9069.1
Vila Pouca de Aguiar,2013,9315.8
Vila Pouca de Aguiar,2014,9562.5
Vila Pouca de Aguiar,2015,9809.2
Vila Pouca de Aguiar,2016,10055.9
Vila Pouca de Aguiar,2017,10302.6
Vila Pouca de Aguiar,2018,10549.3
Vila Pouca de Aguiar,2019,10796.0
Vila Pouca de Aguiar,2020,10796.0
Vila Real,1995,3726.3999999999996
Vila Real,1996,4139.299999999999
Vila Real,1997,4552.2
Vila Real,1998,4965.1
Vila Real,1999,5378.0
Vila Real,2000,5409.7
Vila Real,2001,5441.4
Vila Real,2002,5473.1
Vila Real,2003,5504.8
Vila Real,2004,5536.5
Vila Real,2005,5568.2
Vila Real,2006,5599.9
Vila Real,2007,5631.6
Vila Real,2008,5663.3
Vila Real,2009,5695.0
Vila Real,2010,5726.7
Vila Real,2011,5758.4
Vila Real,2012,5790.1
Vila Real,2013,5821.8
Vila Real,2014,5853.5
Vila Real,2015,5885.2
Vila Real,2016,5916.9
Vila Real,2017,5948.6
Vila Real,2018,5980.3
Vila Real,2019,6012.0
Vila Real,2020,6012.0
Armamar,1995,144.8
Armamar,1996,122.1
Armamar,1997,99.4
Armamar,1998,76.70000000000002
Armamar,1999,54.0
Armamar,2000,53.5
Armamar,2001,53.0
Armamar,2002,52.5
Armamar,2003,52.0
Armamar,2004,51.5
Armamar,2005,51.0
Armamar,2006,50.5
Armamar,2007,50.0
Armamar,2008,49.5
Armamar,2009,49.0
Armamar,2010,48.5
Armamar,2011,48.0
Armamar,2012,47.5
Armamar,2013,47.0
Armamar,2014,46.5
Armamar,2015,46.0
Armamar,2016,45.5
Armamar,2017,45.0
Armamar,2018,44.5
Armamar,2019,44.0
Armamar,2020,44.0
Lamego,1995,1290.2
Lamego,1996,1280.4
Lamego,1997,1270.6
Lamego,1998,1260.8
Lamego,1999,1251.0
Lamego,2000,1248.6
Lamego,2001,1246.2
Lamego,2002,1243.8
Lamego,2003,1241.4
Lamego,2004,1239.0
Lamego,2005,1236.6
Lamego,2006,1234.2
Lamego,2007,1231.8
Lamego,2008,1229.4
Lamego,2009,1227.0
Lamego,2010,1224.6
Lamego,2011,1222.2
Lamego,2012,1219.8
Lamego,2013,1217.4
Lamego,2014,1215.0
Lamego,2015,1212.6
Lamego,2016,1210.2
Lamego,2017,1207.8
Lamego,2018,1205.4
Lamego,2019,1203.0
Lamego,2020,1203.0
Moimenta da Beira,1995,1588.6
Moimenta da Beira,1996,1511.1999999999998
Moimenta da Beira,1997,1433.8
Moimenta da Beira,1998,1356.4
Moimenta da Beira,1999,1279.0
Moimenta da Beira,2000,1237.7
Moimenta da Beira,2001,1196.4
Moimenta da Beira,2002,1155.1
Moimenta da Beira,2003,1113.8
Moimenta da Beira,2004,1072.5
Moimenta da Beira,2005,1031.2
Moimenta da Beira,2006,989.9000000000001
Moimenta da Beira,2007,948.6
Moimenta da Beira,2008,907.3
Moimenta da Beira,2009,866.0
Moimenta da Beira,2010,824.7
Moimenta da Beira,2011,783.4
Moimenta da Beira,2012,742.1
Moimenta da Beira,2013,700.8
Moimenta da Beira,2014,659.5
Moimenta da Beira,2015,618.2
Moimenta da Beira,2016,576.9000000000001
Moimenta da Beira,2017,535.6
Moimenta da Beira,2018,494.3
Moimenta da Beira,2019,453.0
Moimenta da Beira,2020,453.0
Penedono,1995,957.6
Penedono,1996,938.2
Penedono,1997,918.8
Penedono,1998,899.4
Penedono,1999,880.0
Penedono,2000,876.3
Penedono,2001,872.6
Penedono,2002,868.9
Penedono,2003,865.2
Penedono,2004,861.5
Penedono,2005,857.8
Penedono,2006,854.1
Penedono,2007,850.4
Penedono,2008,846.7
Penedono,2009,843.0
Penedono,2010,839.3
Penedono,2011,835.6
Penedono,2012,831.9
Penedono,2013,828.2
Penedono,2014,824.5
Penedono,2015,820.8
Penedono,2016,817.1
Penedono,2017,813.4
Penedono,2018,809.7
Penedono,2019,806.0
Penedono,2020,806.0
São João da Pesqueira,1995,1243.4
São João da Pesqueira,1996,1178.8000000000002
São João da Pesqueira,1997,1114.2
São João da Pesqueira,1998,1049.6
São João da Pesqueira,1999,985.0
São João da Pesqueira,2000,959.5
São João da Pesqueira,2001,934.0
São João da Pesqueira,2002,908.5
São João da Pesqueira,2003,883.0
São João da Pesqueira,2004,857.5
São João da Pesqueira,2005,832.0
São João da Pesqueira,2006,806.5
São João da Pesqueira,2007,781.0
São João da Pesqueira,2008,755.5
São João da Pesqueira,2009,730.0
São João da Pesqueira,2010,704.5
São João da Pesqueira,2011,679.0
São João da Pesqueira,2012,653.5
São João da Pesqueira,2013,628.0
São João da Pesqueira,2014,602.5
São João da Pesqueira,2015,577.0
São João da Pesqueira,2016,551.5
São João da Pesqueira,2017,526.0
São João da Pesqueira,2018,500.5
São João da Pesqueira,2019,475.0
São João da Pesqueira,2020,475.0
Sernancelhe,1995,1218.2
Sernancelhe,1996,1265.9
Sernancelhe,1997,1313.6
Sernancelhe,1998,1361.3
Sernancelhe,1999,1409.0
Sernancelhe,2000,1442.3
Sernancelhe,2001,1475.6
Sernancelhe,2002,1508.9
Sernancelhe,2003,1542.2
Sernancelhe,2004,1575.5
Sernancelhe,2005,1608.8
Sernancelhe,2006,1642.1
Sernancelhe,2007,1675.4
Sernancelhe,2008,1708.7
Sernancelhe,2009,1742.0
Sernancelhe,2010,1775.3
Sernancelhe,2011,1808.6
Sernancelhe,2012,1841.9
Sernancelhe,2013,1875.2
Sernancelhe,2014,1908.5
Sernancelhe,2015,1941.8
Sernancelhe,2016,1975.1
Sernancelhe,2017,2008.4
Sernancelhe,2018,2041.7
Sernancelhe,2019,2075.0
Sernancelhe,2020,2075.0
Tabuaço,1995,258.6
Tabuaço,1996,241.70000000000002
Tabuaço,1997,224.8
Tabuaço,1998,207.9
Tabuaço,1999,191.0
Tabuaço,2000,185.7
Tabuaço,2001,180.4
Tabuaço,2002,175.1
Tabuaço,2003,169.8
Tabuaço,2004,164.5
Tabuaço,2005,159.2
Tabuaço,2006,153.9
Tabuaço,2007,148.6
Tabuaço,2008,143.3
Tabuaço,2009,138.0
Tabuaço,2010,132.7
Tabuaço,2011,127.4
Tabuaço,2012,122.1
Tabuaço,2013,116.8
Tabuaço,2014,111.5
Tabuaço,2015,106.2
Tabuaço,2016,100.9
Tabuaço,2017,95.6
Tabuaço,2018,90.30000000000001
Tabuaço,2019,85.0
Tabuaço,2020,85.0
Tarouca,1995,237.39999999999998
Tarouca,1996,212.79999999999998
Tarouca,1997,188.2
Tarouca,1998,163.6
Tarouca,1999,139.0
Tarouca,2000,147.7
Tarouca,2001,156.4
Tarouca,2002,165.1
Tarouca,2003,173.8
Tarouca,2004,182.5
Tarouca,2005,191.2
Tarouca,2006,199.89999999999998
Tarouca,2007,208.6
Tarouca,2008,217.3
Tarouca,2009,226.0
Tarouca,2010,234.7
Tarouca,2011,243.4
Tarouca,2012,252.1
Tarouca,2013,260.8
Tarouca,2014,269.5
Tarouca,2015,278.2
Tarouca,2016,286.9
Tarouca,2017,295.6
Tarouca,2018,304.3
Tarouca,2019,313.0
Tarouca,2020,313.0
Águeda,1995,119.0
Águeda,1996,118.5
Águeda,1997,118.0
Águeda,1998,117.5
Águeda,1999,117.0
Águeda,2000,116.5
Águeda,2001,116.0
Águeda,2002,115.5
Águeda,2003,115.0
Águeda,2004,114.5
Águeda,2005,114.0
Águeda,2006,113.5
Águeda,2007,113.0
Águeda,2008,112.5
Águeda,2009,112.0
Águeda,2010,111.5
Águeda,2011,111.0
Águeda,2012,110.5
Águeda,2013,110.0
Águeda,2014,109.5
Águeda,2015,109.0
Águeda,2016,108.5
Águeda,2017,108.0
Águeda,2018,107.5
Águeda,2019,107.0
Águeda,2020,107.0
Albergaria-a-Velha,1995,457.4
Albergaria-a-Velha,1996,489.29999999999995
Albergaria-a-Velha,1997,521.2
Albergaria-a-Velha,1998,553.0999999999999
Albergaria-a-Velha,1999,585.0
Albergaria-a-Velha,2000,550.0
Albergaria-a-Velha,2001,515.0
Albergaria-a-Velha,2002,480.0
Albergaria-a-Velha,2003,445.0
Albergaria-a-Velha,2004,410.0
Albergaria-a-Velha,2005,375.0
Albergaria-a-Velha,2006,340.0
Albergaria-a-Velha,2007,305.0
Albergaria-a-Velha,2008,270.0
Albergaria-a-Velha,2009,235.0
Albergaria-a-Velha,2010,211.5
Albergaria-a-Velha,2011,188.0
Albergaria-a-Velha,2012,164.5
Albergaria-a-Velha,2013,141.0
Albergaria-a-Velha,2014,117.5
Albergaria-a-Velha,2015,94.0
Albergaria-a-Velha,2016,70.5
Albergaria-a-Velha,2017,47.0
Albergaria-a-Velha,2018,23.5
Albergaria-a-Velha,2019,0.0
Albergaria-a-Velha,2020,0.0
Anadia,1995,73.8
Anadia,1996,79.6
Anadia,1997,85.4
Anadia,1998,91.19999999999999
Anadia,1999,97.0
Anadia,2000,97.9
Anadia,2001,98.8
Anadia,2002,99.7
Anadia,2003,100.6
Anadia,2004,101.5
Anadia,2005,102.4
Anadia,2006,103.3
Anadia,2007,104.2
Anadia,2008,105.1
Anadia,2009,106.0
Anadia,2010,106.9
Anadia,2011,107.8
Anadia,2012,108.7
Anadia,2013,109.6
Anadia,2014,110.5
Anadia,2015,111.4
Anadia,2016,112.3
Anadia,2017,113.2
Anadia,2018,114.1
Anadia,2019,115.0
Anadia,2020,115.0
Aveiro,1995,433.6
Aveiro,1996,442.7
Aveiro,1997,451.8
Aveiro,1998,460.9
Aveiro,1999,470.0
Aveiro,2000,446.0
Aveiro,2001,422.0
Aveiro,2002,398.0
Aveiro,2003,374.0
Aveiro,2004,350.0
Aveiro,2005,326.0
Aveiro,2006,302.0
Aveiro,2007,278.0
Aveiro,2008,254.0
Aveiro,2009,230.0
Aveiro,2010,207.0
Aveiro,2011,184.0
Aveiro,2012,161.0
Aveiro,2013,138.0
Aveiro,2014,115.0
Aveiro,2015,92.0
Aveiro,2016,69.0
Aveiro,2017,46.0
Aveiro,2018,23.0
Aveiro,2019,0.0
Aveiro,2020,0.0
Estarreja,1995,400.4
Estarreja,1996,415.3
Estarreja,1997,430.2
Estarreja,1998,445.1
Estarreja,1999,460.0
Estarreja,2000,469.1
Estarreja,2001,478.2
Estarreja,2002,487.3
Estarreja,2003,496.4
Estarreja,2004,505.5
Estarreja,2005,514.6
Estarreja,2006,523.7
Estarreja,2007,532.8
Estarreja,2008,541.9
Estarreja,2009,551.0
Estarreja,2010,560.1
Estarreja,2011,569.2
Estarreja,2012,578.3
Estarreja,2013,587.4
Estarreja,2014,596.5
Estarreja,2015,605.6
Estarreja,2016,614.7
Estarreja,2017,623.8
Estarreja,2018,632.9
Estarreja,2019,642.0
Estarreja,2020,642.0
Ílhavo,1995,75.8
Ílhavo,1996,70.6
Ílhavo,1997,65.4
Ílhavo,1998,60.199999999999996
Ílhavo,1999,55.0
Ílhavo,2000,50.7
Ílhavo,2001,46.4
Ílhavo,2002,42.1
Ílhavo,2003,37.8
Ílhavo,2004,33.5
Ílhavo,2005,29.200000000000003
Ílhavo,2006,24.900000000000002
Ílhavo,2007,20.6
Ílhavo,2008,16.300000000000004
Ílhavo,2009,12.0
Ílhavo,2010,10.8
Ílhavo,2011,9.6
Ílhavo,2012,8.4
Ílhavo,2013,7.2
Ílhavo,2014,6.0
Ílhavo,2015,4.800000000000001
Ílhavo,2016,3.5999999999999996
Ílhavo,2017,2.4000000000000004
Ílhavo,2018,1.200000000000001
Ílhavo,2019,0.0
Ílhavo,2020,0.0
Mealhada,1995,13.6
Mealhada,1996,13.7
Mealhada,1997,13.8
Mealhada,1998,13.9
Mealhada,1999,14.0
Mealhada,2000,17.6
Mealhada,2001,21.2
Mealhada,2002,24.8
Mealhada,2003,28.4
Mealhada,2004,32.0
Mealhada,2005,35.6
Mealhada,2006,39.2
Mealhada,2007,42.8
Mealhada,2008,46.4
Mealhada,2009,50.0
Mealhada,2010,53.6
Mealhada,2011,57.2
Mealhada,2012,60.8
Mealhada,2013,64.4
Mealhada,2014,68.0
Mealhada,2015,71.6
Mealhada,2016,75.2
Mealhada,2017,78.8
Mealhada,2018,82.4
Mealhada,2019,86.0
Mealhada,2020,86.0
Murtosa,1995,114.2
Murtosa,1996,113.4
Murtosa,1997,112.6
Murtosa,1998,111.8
Murtosa,1999,111.0
Murtosa,2000,113.0
Murtosa,2001,115.0
Murtosa,2002,117.0
Murtosa,2003,119.0
Murtosa,2004,121.0
Murtosa,2005,123.0
Murtosa,2006,125.0
Murtosa,2007,127.0
Murtosa,2008,129.0
Murtosa,2009,131.0
Murtosa,2010,133.0
Murtosa,2011,135.0
Murtosa,2012,137.0
Murtosa,2013,139.0
Murtosa,2014,141.0
Murtosa,2015,143.0
Murtosa,2016,145.0
Murtosa,2017,147.0
Murtosa,2018,149.0
Murtosa,2019,151.0
Murtosa,2020,151.0
Oliveira do Bairro,1995,108.6
Oliveira do Bairro,1996,112.69999999999999
Oliveira do Bairro,1997,116.8
Oliveira do Bairro,1998,120.9
Oliveira do Bairro,1999,125.0
Oliveira do Bairro,2000,122.4
Oliveira do Bairro,2001,119.8
Oliveira do Bairro,2002,117.2
Oliveira do Bairro,2003,114.6
Oliveira do Bairro,2004,112.0
Oliveira do Bairro,2005,109.4
Oliveira do Bairro,2006,106.8
Oliveira do Bairro,2007,104.2
Oliveira do Bairro,2008,101.6
Oliveira do Bairro,2009,99.0
Oliveira do Bairro,2010,96.4
Oliveira do Bairro,2011,93.8
Oliveira do Bairro,2012,91.2
Oliveira do Bairro,2013,88.6
Oliveira do Bairro,2014,86.0
Oliveira do Bairro,2015,83.4
Oliveira do Bairro,2016,80.8
Oliveira do Bairro,2017,78.2
Oliveira do Bairro,2018,75.6
Oliveira do Bairro,2019,73.0
Oliveira do Bairro,2020,73.0
Ovar,1995,21.8
Ovar,1996,20.1
Ovar,1997,18.4
Ovar,1998,16.700000000000003
Ovar,1999,15.0
Ovar,2000,17.4
Ovar,2001,19.8
Ovar,2002,22.2
Ovar,2003,24.6
Ovar,2004,27.0
Ovar,2005,29.4
Ovar,2006,31.8
Ovar,2007,34.2
Ovar,2008,36.599999999999994
Ovar,2009,39.0
Ovar,2010,41.4
Ovar,2011,43.8
Ovar,2012,46.2
Ovar,2013,48.6
Ovar,2014,51.0
Ovar,2015,53.4
Ovar,2016,55.8
Ovar,2017,58.2
Ovar,2018,60.599999999999994
Ovar,2019,63.0
Ovar,2020,63.0
Sever do Vouga,1995,124.4
Sever do Vouga,1996,113.3
Sever do Vouga,1997,102.2
Sever do Vouga,1998,91.10000000000001
Sever do Vouga,1999,80.0
Sever do Vouga,2000,85.0
Sever do Vouga,2001,90.0
Sever do Vouga,2002,95.0
Sever do Vouga,2003,100.0
Sever do Vouga,2004,105.0
Sever do Vouga,2005,110.0
Sever do Vouga,2006,115.0
Sever do Vouga,2007,120.0
Sever do Vouga,2008,125.0
Sever do Vouga,2009,130.0
Sever do Vouga,2010,135.0
Sever do Vouga,2011,140.0
Sever do Vouga,2012,145.0
Sever do Vouga,2013,150.0
Sever do Vouga,2014,155.0
Sever do Vouga,2015,160.0
Sever do Vouga,2016,165.0
Sever do Vouga,2017,170.0
Sever do Vouga,2018,175.0
Sever do Vouga,2019,180.0
Sever do Vouga,2020,180.0
Vagos,1995,428.0
Vagos,1996,392.5
Vagos,1997,357.0
Vagos,1998,321.5
Vagos,1999,286.0
Vagos,2000,258.6
Vagos,2001,231.2
Vagos,2002,203.8
Vagos,2003,176.4
Vagos,2004,149.0
Vagos,2005,121.60000000000002
Vagos,2006,94.20000000000002
Vagos,2007,66.80000000000001
Vagos,2008,39.400000000000006
Vagos,2009,12.0
Vagos,2010,10.8
Vagos,2011,9.6
Vagos,2012,8.4
Vagos,2013,7.2
Vagos,2014,6.0
Vagos,2015,4.800000000000001
Vagos,2016,3.5999999999999996
Vagos,2017,2.4000000000000004
Vagos,2018,1.200000000000001
Vagos,2019,0.0
Vagos,2020,0.0
Arganil,1995,116.19999999999999
Arganil,1996,132.89999999999998
Arganil,1997,149.6
Arganil,1998,166.29999999999998
Arganil,1999,183.0
Arganil,2000,207.4
Arganil,2001,231.8
Arganil,2002,256.2
Arganil,2003,280.6
Arganil,2004,305.0
Arganil,2005,329.4
Arganil,2006,353.79999999999995
Arganil,2007,378.2
Arganil,2008,402.6
Arganil,2009,427.0
Arganil,2010,451.4
Arganil,2011,475.8
Arganil,2012,500.2
Arganil,2013,524.6
Arganil,2014,549.0
Arganil,2015,573.4
Arganil,2016,597.8
Arganil,2017,622.2
Arganil,2018,646.6
Arganil,2019,671.0
Arganil,2020,671.0
Cantanhede,1995,58.2
Cantanhede,1996,56.9
Cantanhede,1997,55.6
Cantanhede,1998,54.3
Cantanhede,1999,53.0
Cantanhede,2000,58.4
Cantanhede,2001,63.8
Cantanhede,2002,69.2
Cantanhede,2003,74.6
Cantanhede,2004,80.0
Cantanhede,2005,85.4
Cantanhede,2006,90.80000000000001
Cantanhede,2007,96.2
Cantanhede,2008,101.6
Cantanhede,2009,107.0
Cantanhede,2010,112.4
Cantanhede,2011,117.8
Cantanhede,2012,123.2
Cantanhede,2013,128.6
Cantanhede,2014,134.0
Cantanhede,2015,139.4
Cantanhede,2016,144.8
Cantanhede,2017,150.2
Cantanhede,2018,155.6
Cantanhede,2019,161.0
Cantanhede,2020,161.0
Coimbra,1995,244.2
Coimbra,1996,246.4
Coimbra,1997,248.6
Coimbra,1998,250.8
Coimbra,1999,253.0
Coimbra,2000,247.0
Coimbra,2001,241.0
Coimbra,2002,235.0
Coimbra,2003,229.0
Coimbra,2004,223.0
Coimbra,2005,217.0
Coimbra,2006,211.0
Coimbra,2007,205.0
Coimbra,2008,199.0
Coimbra,2009,193.0
Coimbra,2010,187.0
Coimbra,2011,181.0
Coimbra,2012,175.0
Coimbra,2013,169.0
Coimbra,2014,163.0
Coimbra,2015,157.0
Coimbra,2016,151.0
Coimbra,2017,145.0
Coimbra,2018,139.0
Coimbra,2019,133.0
Coimbra,2020,133.0
Condeixa-a-Nova,1995,273.8
Condeixa-a-Nova,1996,303.6
Condeixa-a-Nova,1997,333.4
Condeixa-a-Nova,1998,363.2
Condeixa-a-Nova,1999,393.0
Condeixa-a-Nova,2000,384.0
Condeixa-a-Nova,2001,375.0
Condeixa-a-Nova,2002,366.0
Condeixa-a-Nova,2003,357.0
Condeixa-a-Nova,2004,348.0
Condeixa-a-Nova,2005,339.0
Condeixa-a-Nova,2006,330.0
Condeixa-a-Nova,2007,321.0
Condeixa-a-Nova,2008,312.0
Condeixa-a-Nova,2009,303.0
Condeixa-a-Nova,2010,294.0
Condeixa-a-Nova,2011,285.0
Condeixa-a-Nova,2012,276.0
Condeixa-a-Nova,2013,267.0
Condeixa-a-Nova,2014,258.0
Condeixa-a-Nova,2015,249.0
Condeixa-a-Nova,2016,240.0
Condeixa-a-Nova,2017,231.0
Condeixa-a-Nova,2018,222.0
Condeixa-a-Nova,2019,213.0
Condeixa-a-Nova,2020,213.0
Figueira da Foz,1995,121.2
Figueira da Foz,1996,114.4
Figueira da Foz,1997,107.6
Figueira da Foz,1998,100.80000000000001
Figueira da Foz,1999,94.0
Figueira da Foz,2000,113.1
Figueira da Foz,2001,132.2
Figueira da Foz,2002,151.3
Figueira da Foz,2003,170.4
Figueira da Foz,2004,189.5
Figueira da Foz,2005,208.60000000000002
Figueira da Foz,2006,227.70000000000002
Figueira da Foz,2007,246.8
Figueira da Foz,2008,265.9
Figueira da Foz,2009,285.0
Figueira da Foz,2010,304.1
Figueira da Foz,2011,323.2
Figueira da Foz,2012,342.3
Figueira da Foz,2013,361.4
Figueira da Foz,2014,380.5
Figueira da Foz,2015,399.6
Figueira da Foz,2016,418.70000000000005
Figueira da Foz,2017,437.8
Figueira da Foz,2018,456.9
Figueira da Foz,2019,476.0
Figueira da Foz,2020,476.0
Góis,1995,140.60000000000002
Góis,1996,157.70000000000002
Góis,1997,174.8
Góis,1998,191.9
Góis,1999,209.0
Góis,2000,191.2
Góis,2001,173.4
Góis,2002,155.6
Góis,2003,137.8
Góis,2004,120.0
Góis,2005,102.19999999999999
Góis,2006,84.39999999999999
Góis,2007,66.6
Góis,2008,48.79999999999998
Góis,2009,31.0
Góis,2010,27.9
Góis,2011,24.8
Góis,2012,21.7
Góis,2013,18.6
Góis,2014,15.5
Góis,2015,12.399999999999999
Góis,2016,9.3
Góis,2017,6.199999999999999
Góis,2018,3.099999999999998
Góis,2019,0.0
Góis,2020,0.0
Lousã,1995,30.8
Lousã,1996,32.6
Lousã,1997,34.4
Lousã,1998,36.2
Lousã,1999,38.0
Lousã,2000,35.0
Lousã,2001,32.0
Lousã,2002,29.0
Lousã,2003,26.0
Lousã,2004,23.0
Lousã,2005,20.0
Lousã,2006,17.0
Lousã,2007,14.0
Lousã,2008,11.0
Lousã,2009,8.0
Lousã,2010,7.2
Lousã,2011,6.4
Lousã,2012,5.6
Lousã,2013,4.8
Lousã,2014,4.0
Lousã,2015,3.1999999999999993
Lousã,2016,2.3999999999999995
Lousã,2017,1.5999999999999996
Lousã,2018,0.7999999999999998
Lousã,2019,0.0
Lousã,2020,0.0
Mira,1995,51.0
Mira,1996,45.5
Mira,1997,40.0
Mira,1998,34.5
Mira,1999,29.0
Mira,2000,28.4
Mira,2001,27.8
Mira,2002,27.2
Mira,2003,26.6
Mira,2004,26.0
Mira,2005,25.4
Mira,2006,24.8
Mira,2007,24.2
Mira,2008,23.6
Mira,2009,23.0
Mira,2010,22.4
Mira,2011,21.8
Mira,2012,21.2
Mira,2013,20.6
Mira,2014,20.0
Mira,2015,19.4
Mira,2016,18.8
Mira,2017,18.2
Mira,2018,17.6
Mira,2019,17.0
Mira,2020,17.0
Miranda do Corvo,1995,15.0
Miranda do Corvo,1996,17.5
Miranda do Corvo,1997,20.0
Miranda do Corvo,1998,22.5
Miranda do Corvo,1999,25.0
Miranda do Corvo,2000,23.5
Miranda do Corvo,2001,22.0
Miranda do Corvo,2002,20.5
Miranda do Corvo,2003,19.0
Miranda do Corvo,2004,17.5
Miranda do Corvo,2005,16.0
Miranda do Corvo,2006,14.5
Miranda do Corvo,2007,13.0
Miranda do Corvo,2008,11.5
Miranda do Corvo,2009,10.0
